frame,timestamp,fps,latency_ms,cpu_percent,detections_count,labels
350,1778952372.53,10.62,93.39,58.8,2,"person,person"
351,1778952372.62,11.21,88.36,59.5,2,"person,person"
352,1778952372.71,11.21,88.43,55.9,2,"person,person"
353,1778952372.8,11.17,88.79,57.1,2,"person,person"
354,1778952372.89,11.16,88.82,55.9,2,"person,person"
355,1778952372.98,11.23,88.31,54.5,2,"person,person"
356,1778952373.07,10.94,90.48,55.9,2,"person,person"
357,1778952373.16,11.16,88.88,57.1,2,"person,person"
358,1778952373.25,11.19,88.62,53.1,2,"person,person"
359,1778952373.34,11.14,89.0,59.5,2,"person,person"
360,1778952373.43,11.15,88.9,53.1,2,"person,person"
361,1778952373.52,10.86,91.34,55.9,2,"person,person"
362,1778952373.61,11.16,88.85,58.3,2,"person,person"
